Unnamed: 0,h_cover,v_cover,cluster,area
325,0.982084690553746,1.0,637,12.28
326,0.9594959495949597,1.0,474,33.33
327,1.0,1.0,30,35.96
328,0.9485179407176288,1.0,486,6.41
329,0.959448499594485,1.0,731,12.33
330,1.0,1.0,303,448.49
331,0.9900271985494108,1.0,703,11.03
332,1.0,1.0,195,7.45
333,0.9195029713668288,1.0,586,18.51
334,0.9998260869565218,1.0,391,57.5
335,0.9715969989281886,1.0,681,18.66
336,1.0,1.0,429,39.51
337,1.0,1.0,308,20.96
338,0.9999006161796858,1.0,415,100.62
339,1.0,1.0,91,53.86
340,0.907775768535262,1.0,501,5.53
341,0.9705183071802188,1.0,583,21.03
342,1.0,1.0,128,34.06
344,0.9999326735339664,1.0,385,445.59
345,1.0,1.0,257,16.97
346,0.9837928153717628,1.0,627,59.85
347,1.0,1.0,82,8.12
348,1.0,1.0,399,200.47
349,0.9322787938704892,1.0,768,20.23
350,0.9724249797242498,1.0,652,12.33
351,1.0,1.0,49,40.77
352,1.0,1.0,81,51.41
353,1.0,1.0,251,8.55
354,1.0,1.0,65,16.31
355,0.99302649930265,0.99860529986053,640,7.17
356,0.9322200392927308,1.0,581,10.18
357,0.9995262908574136,1.0,441,21.11
358,0.9999544045230714,0.9999088090461428,326,219.32
359,0.9898358092259578,1.0,625,12.79
361,1.0,1.0,273,10.71
362,1.0,1.0,192,8.18
363,0.9538926681783824,1.0,715,13.23
364,1.0,1.0,75,10.06
365,0.9849812265331664,1.0,663,7.99
366,1.0,1.0,58,31.85
367,1.0,1.0,126,25.86
368,0.9997070884592854,1.0,206,34.14
369,1.0,1.0,106,6.73
370,1.0,1.0,166,19.16
371,1.0,0.9969739619985925,270,142.1
372,0.9853760445682452,1.0,658,14.36
373,1.0,1.0,312,15.35
374,0.9260918253079508,1.0,540,8.93
375,1.0,1.0,62,51.11
376,1.0,1.0,141,293.46
377,0.9700097642627984,1.0,575,71.69
378,1.0,1.0,412,139.52
379,0.9994591671173608,1.0,288,18.49
380,1.0,1.0,432,40.22
381,1.0,1.0,163,13.64
382,0.9996695853295886,1.0,452,181.59
383,1.0,1.0,451,457.32
384,0.9851301115241636,1.0,705,21.52
385,1.0,0.9687117503059977,184,130.72
386,0.969059405940594,1.0,767,72.72
387,1.0,1.0,42,78.26
388,1.0,1.0,353,20.29
389,1.0,1.0,220,26.54
390,0.982,1.0,484,65.0
391,1.0,1.0,403,35.4
392,0.9545793000744602,1.0,473,40.29
393,0.9425837320574164,1.0,761,8.36
394,1.0,1.0,71,8.85
395,1.0,1.0,407,75.09
396,1.0,1.0,383,582.82
397,0.9832007073386384,1.0,662,22.62
398,1.0,1.0,13,211.26
399,1.0,1.0,205,80.58
400,1.0,1.0,191,41.51
401,0.9781205164992828,1.0,690,27.88
402,1.0,1.0,396,193.74
403,1.0,1.0,235,25.76
404,0.9563157286490236,1.0,497,86.53
405,1.0,1.0,318,15.03
406,0.94792142530836,1.0,476,43.78
407,1.0,1.0,226,22.55
408,0.9753521126760564,1.0,743,5.68
409,0.9378580872631116,1.0,496,22.69
410,1.0,1.0,196,7.36
411,1.0,1.0,116,8.93
412,0.9339622641509434,1.0,477,24.38
413,1.0,1.0,352,40.5
414,1.0,1.0,0,36.62
415,1.0,1.0,135,5.64
416,1.0,1.0,439,111.07
417,0.9428571428571428,1.0,490,17.5
418,0.9352428393524284,1.0,722,8.03
419,1.0,1.0,146,48.09
420,1.0,1.0,458,176.43
421,1.0,1.0,212,10.26
422,1.0,1.0,364,44.19
423,0.9660068189914,0.9998982240089564,533,196.51
424,0.9775683317624884,1.0,463,53.05
425,0.96034737014583,1.0,510,61.03
426,0.9875541125541124,1.0,698,18.48
427,1.0,1.0,283,13.79
428,0.9354504659993096,1.0,478,28.97
429,0.9529540481400438,1.0,780,9.14
430,1.0,1.0,22,12.66
431,1.0,1.0,410,177.95
432,0.9901418969380136,1.0,649,66.95
433,1.0,1.0,213,6.63
434,0.944422231107557,1.0,468,25.01
435,0.9665117708053304,0.9989054879219632,509,520.78
436,1.0,1.0,177,12.88
437,1.0,1.0,70,31.17
438,1.0,1.0,149,135.42
439,1.0,1.0,160,130.63
440,1.0,1.0,165,47.8
441,1.0,1.0,325,22.5
442,1.0,1.0,460,7.17
443,1.0,1.0,148,22.58
444,0.9996661101836396,1.0,401,29.95
445,1.0,1.0,69,15.04
446,1.0,1.0,90,169.81
447,1.0,1.0,389,95.38
448,0.9389623601220752,1.0,713,9.83
449,0.978515625,1.0,643,5.12
450,0.9834350479511768,1.0,691,11.47
451,1.0,1.0,161,73.31
452,1.0,1.0,242,50.73
453,1.0,1.0,179,18.39
454,0.9999381456052452,1.0,112,161.67
455,0.970383533244484,1.0,531,67.53
456,1.0,1.0,64,33.72
457,0.9534526854219948,1.0,765,19.55
458,0.9391365888181172,1.0,513,14.13
459,0.9780340472267984,1.0,623,18.21
460,1.0,1.0,153,431.9
461,0.9520689236743112,1.0,563,82.41
462,1.0,0.9927467832480502,331,201.29
463,1.0,1.0,139,14.73
464,0.9203437794780422,1.0,551,95.41
465,0.9494290375203916,1.0,729,12.26
466,1.0,1.0,290,92.88
467,1.0,1.0,55,24.96
468,1.0,1.0,189,53.25
469,1.0,1.0,447,40.92
470,0.99997065096167,0.997612944882506,373,1022.18
471,1.0,1.0,443,16.5
472,0.992841803865426,1.0,630,13.97
473,1.0,1.0,216,19.11
474,1.0,1.0,211,95.04
475,1.0,1.0,186,6.01
476,0.9999805121409362,1.0,236,513.14
477,1.0,1.0,217,10.14
478,0.9999369363687962,0.9992432364255532,56,158.57
479,1.0,1.0,204,5.55
480,0.9348010160880608,1.0,776,11.81
481,1.0,1.0,339,19.84
482,0.9999866174187676,1.0,354,747.24
483,1.0,1.0,44,10.57
484,1.0,1.0,231,13.73
485,1.0,0.995178877307771,400,3368.51
486,1.0,1.0,33,59.88
487,1.0,1.0,248,119.89
488,1.0,1.0,52,19.67
489,0.9717878993881712,1.0,529,29.42
490,0.9667558272831486,1.0,773,52.34
491,0.9883183256266732,1.0,673,41.09
492,0.9461626575028635,1.0,525,8.73
493,0.9888059701492538,1.0,609,26.8
494,0.981824301581959,1.0,686,29.71
495,1.0,1.0,393,106.02
496,0.985456660849331,1.0,682,17.19
498,0.9395784543325526,1.0,569,42.7
499,0.999911935654318,1.0,18,340.66
500,1.0,0.9983404929210168,359,1054.53
501,0.987908961593172,1.0,614,14.06
502,0.9461842505320768,1.0,514,32.89
503,0.9832832230907996,1.0,619,83.15
504,1.0,1.0,113,52.96
505,0.959940652818991,1.0,784,6.74
506,0.9999592402380372,0.999551642618407,74,245.34
507,1.0,1.0,100,27.55
508,1.0,1.0,440,80.28
509,0.9902623748985664,1.0,650,73.94
510,1.0,1.0,29,131.94
511,0.9780011378721792,1.0,462,52.73
512,1.0,0.991340206185567,370,24.25
513,1.0,1.0,1,91.55
514,0.99958932238193,1.0,132,24.35
515,0.9832893579595428,1.0,626,11.37
516,1.0,1.0,285,47.88
517,0.9991281604184832,1.0,413,11.47
518,0.9089529590288316,1.0,556,6.59
519,0.9997103408322876,1.0,36,207.14
520,1.0,1.0,96,37.51
521,1.0,1.0,405,55.76
522,0.9908583037074656,1.0,628,19.69
523,0.9831873905429072,1.0,684,28.55
524,0.9336550060313632,1.0,788,8.29
525,0.988679245283019,1.0,687,10.6
526,1.0,1.0,434,89.57
527,1.0,1.0,249,9.67
528,1.0,1.0,291,19.34
529,0.9618789521228546,1.0,538,55.35
530,1.0,1.0,61,29.08
531,1.0,1.0,23,56.97
532,0.9799635701275043,1.0,659,10.98
533,1.0,1.0,17,178.96
534,1.0,1.0,438,69.22
535,0.9537712895377128,1.0,566,131.52
536,1.0,1.0,309,19.1
537,1.0,1.0,86,52.89
538,1.0,1.0,245,16.47
539,0.955123911587408,1.0,710,14.93
540,0.9298409728718428,1.0,755,10.69
541,0.9723643807574208,1.0,764,9.77
542,0.9916336415675912,1.0,639,45.42
543,1.0,1.0,175,6.2
544,1.0,1.0,152,17.04
545,1.0,0.9986993023530802,2,84.57
546,1.0,1.0,190,139.18
547,0.9921908893709328,1.0,689,138.3
548,0.9872813990461048,1.0,636,18.87
549,1.0,1.0,183,11.21
550,0.9558441558441558,1.0,727,7.7
551,1.0,1.0,227,8.84
552,0.931132783195799,1.0,590,66.65
553,0.9281553398058252,1.0,712,5.15
554,0.984499054820416,1.0,666,26.45
555,1.0,1.0,176,41.08
556,1.0,0.9996963870053638,338,98.81
557,1.0,1.0,448,41.15
558,0.9340714645193758,1.0,564,19.87
559,0.9837786259541984,1.0,618,10.48
560,1.0,1.0,9,139.34
561,1.0,1.0,237,14.09
562,0.9715536105032824,1.0,665,9.14
563,0.9920508744038156,1.0,617,18.87
564,1.0,1.0,406,71.74
565,1.0,1.0,72,28.55
566,0.9999487494874948,1.0,5,195.12
567,0.9416208791208792,1.0,567,14.56
568,1.0,1.0,420,54.5
569,1.0,1.0,250,145.59
571,1.0,1.0,294,83.06
572,1.0,1.0,87,122.15
573,1.0,1.0,214,8.77
574,0.9689216763459424,1.0,730,63.71
575,1.0,1.0,376,26.72
576,0.9325657894736842,1.0,732,6.08
577,1.0,1.0,366,343.03
578,1.0,1.0,422,31.24
579,1.0,1.0,446,114.83
580,1.0,1.0,107,84.44
581,1.0,1.0,181,9.2
582,1.0,1.0,240,35.09
583,1.0,1.0,218,73.02
584,0.9875189107413008,1.0,656,26.44
585,1.0,1.0,302,9.59
586,0.9998924731182796,1.0,356,93.0
587,0.9732770745428972,1.0,680,14.22
588,1.0,1.0,142,153.35
589,0.9789156626506024,1.0,642,6.64
590,0.9510166358595192,1.0,593,10.82
591,0.9513305322128852,1.0,763,28.56
592,0.9589562381081816,1.0,772,36.79
593,1.0,1.0,32,7.51
594,1.0,1.0,229,50.38
595,0.9888383629599008,1.0,624,24.19
596,0.9923042100497964,1.0,648,22.09
597,0.9173337974242952,1.0,547,57.46
598,0.9510800508259212,1.0,539,15.74
599,0.946153846153846,1.0,714,7.8
600,0.9409486931268152,1.0,746,10.33
601,0.9874832993460376,1.0,616,142.21
602,0.999919335323062,0.9958861014761636,332,123.97
603,1.0,1.0,7,58.78
604,1.0,1.0,367,74.11
605,1.0,1.0,425,8.22
606,1.0,1.0,402,592.38
607,1.0,1.0,222,34.02
608,1.0,1.0,109,10.15
609,1.0,1.0,202,60.08
610,0.9339622641509434,1.0,744,7.42
611,1.0,1.0,445,20.16
612,1.0,1.0,281,96.48
613,1.0,1.0,134,6.78
615,1.0,1.0,207,26.76
616,0.9816462736373748,1.0,697,17.98
617,0.946433997482311,1.0,498,230.37
618,0.9588272711501764,1.0,515,172.93
619,1.0,1.0,59,38.64
620,1.0,0.9897883081865642,315,174.31
622,0.957100925716866,1.0,584,44.29
623,0.9407407407407408,1.0,483,27.0
624,1.0,1.0,51,15.62
625,0.999750093714857,1.0,180,80.03
626,1.0,1.0,278,13.44
627,1.0,1.0,46,57.17
628,0.9656381486676016,1.0,770,28.52
629,1.0,1.0,365,33.5
630,1.0,1.0,397,5.39
631,0.9839816933638444,1.0,613,17.48
632,1.0,1.0,14,39.96
633,0.9595588235294116,1.0,591,5.44
634,0.9482421875,1.0,572,10.24
635,0.9798578199052131,1.0,638,8.44
636,1.0,1.0,79,18.95
637,1.0,0.9997662459093034,57,213.9
638,0.9806958228814484,0.9999454684262188,560,366.76
639,0.9369676320272572,1.0,553,5.87
640,1.0,1.0,178,20.85
641,1.0,1.0,136,19.21
642,0.9125964010282775,1.0,597,7.78
643,0.9613333333333334,1.0,747,7.5
644,0.9352112676056338,1.0,536,7.1
645,0.9586002957121736,1.0,725,20.29
646,1.0,1.0,323,490.05
647,1.0,1.0,37,47.26
648,1.0,1.0,378,31.75
649,1.0,1.0,47,29.12
650,1.0,1.0,77,35.35
651,1.0,1.0,307,382.27
652,1.0,1.0,210,11.62
653,0.9840553549939832,1.0,693,33.24
654,0.9866412213740458,1.0,692,20.96
655,1.0,1.0,194,10.4
656,1.0,1.0,241,12.06
657,0.9520319786808794,1.0,511,15.01
658,1.0,1.0,381,179.09
659,1.0,1.0,419,28.14
660,0.9718406593406592,1.0,740,14.56
661,0.961736150770988,1.0,760,17.51
662,1.0,1.0,316,423.04
663,1.0,1.0,252,51.56
664,1.0,1.0,60,19.58
665,0.9441340782122905,1.0,579,7.16
666,0.9448621553884712,1.0,504,11.97
667,1.0,1.0,92,137.36
668,0.9568158168574402,1.0,781,19.22
669,0.9783653846153848,1.0,604,12.48
670,1.0,1.0,328,13.64
671,0.9997953964194374,1.0,322,97.75
672,0.9180390654921484,1.0,502,26.11
673,1.0,0.9480011182555212,358,35.77
674,1.0,0.9999107461620848,12,336.12
675,0.9331243469174504,1.0,517,9.57
676,0.9336340206185568,1.0,487,15.52
677,1.0,1.0,93,38.09
678,1.0,1.0,296,7.48
679,0.9585121602288984,1.0,472,20.97
680,1.0,1.0,304,28.72
681,1.0,1.0,232,79.45
682,1.0,1.0,15,58.46
683,1.0,1.0,390,176.93
684,1.0,1.0,119,284.27
685,1.0,1.0,262,13.99
686,0.955078125,1.0,598,5.12
687,1.0,1.0,247,41.73
688,1.0,1.0,21,34.45
689,0.9873997709049254,1.0,601,8.73
690,0.9203778677462888,1.0,495,7.41
691,0.9011799410029498,1.0,549,6.78
692,0.9999516651360628,1.0,421,206.89
693,1.0,1.0,433,64.43
694,0.9600748596381784,1.0,571,16.03
695,0.949683190458442,0.9918002236302648,466,26.83
696,0.9460732984293192,1.0,467,19.1
697,1.0,1.0,293,5.72
698,0.9892958097771866,1.0,674,481.12
699,0.9144790257104194,1.0,554,36.95
700,0.985760901809552,1.0,679,33.71
701,0.961524024024024,1.0,785,53.28
702,1.0,1.0,28,11.84
703,0.9485585076314302,1.0,719,17.69
704,1.0,1.0,104,68.43
705,1.0,1.0,258,13.81
706,1.0,1.0,138,97.26
707,1.0,1.0,282,103.2
708,1.0,1.0,172,13.74
709,0.9857357357357358,1.0,644,13.32
710,1.0,1.0,457,237.04
711,1.0,1.0,16,411.48
712,1.0,1.0,233,169.04
713,0.97246891651865,1.0,736,11.26
714,1.0,1.0,377,27.58
715,1.0,1.0,208,12.67
716,1.0,0.9999068467629252,121,107.35
717,0.9785714285714284,1.0,702,9.8
718,1.0,1.0,320,16.12
719,1.0,1.0,423,27.45
720,0.9453781512605044,1.0,532,7.14
721,0.9990403071017274,1.0,424,10.42
722,0.9361184792219276,1.0,559,90.48
723,0.9200463499420626,1.0,545,8.63
724,0.9340821954664694,1.0,499,148.67
725,1.0,1.0,101,29.58
726,1.0,1.0,124,7.67
727,0.999245283018868,1.0,437,13.25
728,0.9634266297058034,1.0,506,111.83
729,1.0,1.0,292,8.86
730,0.9999468706832432,0.9999203060248646,155,376.44
731,1.0,1.0,271,46.84
732,0.9865470852017938,1.0,631,15.61
733,0.9898580121703854,1.0,660,9.86
734,0.9140518417462484,1.0,752,14.66
735,0.939410480349345,1.0,589,18.32
736,0.936913255726624,1.0,561,53.26
737,0.9685230024213076,1.0,596,12.39
738,0.9710204926516248,1.0,464,96.62
739,0.999609375,1.0,336,51.2
740,0.9663900414937758,1.0,570,24.1
741,0.925128205128205,1.0,565,9.75
742,1.0,1.0,45,24.65
743,1.0,1.0,133,9.74
744,0.9692701664532652,1.0,600,7.81
745,0.9845820935893967,1.0,632,36.97
747,0.947460595446585,1.0,742,11.42
748,0.9614240746770868,1.0,481,460.65
749,0.9373610081541882,0.9988880652335064,523,26.98
750,0.9903026741110784,1.0,653,34.03
751,0.9772856331629756,1.0,738,35.22
752,0.9865470852017938,1.0,611,17.84
753,0.9714842797952716,1.0,664,41.03
754,0.9256484149855906,1.0,594,17.35
755,1.0,1.0,215,8.56
756,0.9985528219971056,1.0,345,6.91
757,1.0,1.0,267,190.42
